"RegionName","City","State","Metro","CountyName","SizeRank","2010-02","2010-03","2010-04","2010-05","2010-06","2010-07","2010-08","2010-09","2010-10","2010-11","2010-12","2011-01","2011-02","2011-03","2011-04","2011-05","2011-06","2011-07","2011-08","2011-09","2011-10","2011-11","2011-12","2012-01","2012-02","2012-03","2012-04","2012-05","2012-06","2012-07","2012-08","2012-09","2012-10","2012-11","2012-12","2013-01","2013-02","2013-03","2013-04","2013-05","2013-06","2013-07","2013-08","2013-09","2013-10","2013-11","2013-12","2014-01","2014-02","2014-03","2014-04","2014-05","2014-06","2014-07","2014-08","2014-09","2014-10","2014-11","2014-12","2015-01","2015-02","2015-03","2015-04","2015-05","2015-06","2015-07","2015-08","2015-09","2015-10","2015-11","2015-12","2016-01"
"Northeast Dallas","Dallas","TX","Dallas-Fort Worth","Dallas",1,,,,,,,,,,0.892857142857143,0.913352987793633,0.884035361414457,0.822642543859649,0.866788321167883,0.89649875953083,0.873436552456034,0.880610694103274,0.904340836012862,0.930316091954023,0.880688102506366,0.874780573434757,0.850340136054422,0.893393393393393,0.892857142857143,0.936089580154023,0.888888888888889,0.813384813384813,0.878427532423557,0.896859496810773,0.905953727644904,0.892857142857143,0.875872130582712,0.91070163004961,0.873203936652939,0.874914458630055,0.884209894437005,0.87719298245614,0.873618517659788,0.919144723682057,0.843635148680254,0.902848423194303,0.940943827031057,0.929165578801349,0.930964343598055,0.905594405594406,0.946012568753935,0.946601941747573,0.916666666666667,0.923732828043581,0.920873342428257,0.948345439870864,1.00541376643465,1.01303272450533,1.03587962962963,1.03230714553326,1.01393141731578,0.984345091929838,0.986031224322104,0.970194647201946,1.00724548517775,1.03926096997691,1.03806228373702,1.05050742270149,1.08225108225108,1.00732600732601,1.01899304872451,1.13391808929867,1.13485280151947,1.10655487412893,1.07665805340224,1.1175701816089,1.15578531953223
"Paradise","Las Vegas","NV","Las Vegas","Clark",2,,,,,,,,,,,,,,,,,,0.760501270616374,0.759878419452888,0.750724637681159,0.737125690238147,0.730622617534943,0.731515469323545,0.725764839937222,0.724832267002911,0.719246031746032,0.717703349282297,0.720461095100865,0.738599871547848,0.73394495412844,0.728476821192053,0.721306736050882,0.725154320987654,0.731415743930931,0.734715753107746,0.72992700729927,0.730994152046784,0.747699887608144,0.748129675810474,0.7421875,0.740866035182679,0.742822156896235,0.743562755786818,0.743185475125219,0.737173075388166,0.731037009893734,0.734870317002882,0.736491487786825,0.735294117647059,0.735892802716942,0.737859500235738,0.739331051831052,0.747753767516619,0.737463383528992,0.744416873449132,0.757820136852395,0.744647142895666,0.738884045335658,0.743825387708214,0.745650309607434,0.746100929582401,0.744911401536924,0.752161383285303,0.754716981132076,0.765696784073507,0.770417853751187,0.782743078921423,0.78079919396194,0.76984126984127,0.77277525004099,0.774904876202403,0.763591936469151
"Maryvale","Phoenix","AZ","Phoenix","Maricopa",3,,,,,,0.609375,0.60793275339654,0.607798165137615,0.590418353576248,0.608263198163734,0.609662576687117,0.609195760012777,0.611365953109072,0.611620795107034,0.613605695087024,0.598872180451128,0.602354940342484,0.598843626946305,0.594262295081967,0.602439295232455,0.606169296987088,0.60204722895842,0.593851241900648,0.604128718882817,0.603864734299517,0.604364062705504,0.624541116005874,0.618087182823682,0.612323807515203,0.602556685030546,0.609438387423935,0.60546875,0.609070616883117,0.610925286390295,0.603953147877013,0.608974358974359,0.617006170317097,0.600461893764434,0.605867346938776,0.598991172761665,0.598991172761665,0.595238095238095,0.598290598290598,0.59515666731809,0.603070175438597,0.597321531541921,0.592527931928582,0.594405594405594,0.602286484701739,0.606288420078952,0.609276729559748,0.619171788663314,0.621669626998224,0.615120274914089,0.62111801242236,0.62111801242236,0.628221649484536,0.632563447714351,0.633404104741684,0.63837785945224,0.63296178343949,0.631931886678722,0.6421647819063,0.640912230230771,0.645624103299857,0.666666666666667,0.653698979591837,0.646944676965223,0.650084793668739,0.652883569096844,0.653983353151011,0.647170054472548
"Upper West Side","New York","NY","New York","New York",4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.20869565217391,5.12351413061782,5.07046068717025,5.02286585365854,4.97799511002445,5,4.98307692307692,4.90801393728223,4.71428571428571,4.55050505050505,4.90801393728223,4.97772828507795,5.11686128803963,5,5.07368421052632,5.12351413061782,5.13771186440678,5.18951772027919,5.16138044200731,5.16138044200731,5.23669165885661,5.25772424685508,5.19314705662911,5.13106433033714,5.1244167962675,5.17543859649123,5.12261146496815,5.18951772027919,5.24914089347079,5.21212121212121,5.24914089347079
"Sherman Oaks","Los Angeles","CA","Los Angeles-Long Beach-Anaheim, CA","Los Angeles",5,,,,,,,,,,,,,2.01612903225806,1.94444444444444,1.94102348636955,1.85436670754778,1.96045005114218,1.90260385099269,1.86558777253315,1.91657271702368,1.90458051727088,1.93628235335065,1.91991223258365,2.03125,1.92230676812175,1.80684952416529,1.8068887634105,1.89053386672143,1.88064759036145,1.81073791029574,1.88328313253012,1.8951328970446,1.88456168042739,1.85,1.90277468236347,1.86066637819126,1.97022767075306,1.89655172413793,2.0022719081454,2.00320512820513,1.91942246148503,2.04165872864673,2.06510416666667,1.94209039548023,1.98703298040647,2.00711594809544,2.10087719298246,1.99445816391861,1.95221445221445,1.97804078837971,2.02312138728324,2.06757798416073,2.05761316872428,2.08085612366231,2.00422731809056,2.00633294882068,2,2.17785843920145,2.20325554595218,2.05361003026373,2.14870395634379,2.03881413723223,2.33884768967484,2.33884768967484,2.22745286267615,2.05580188952646,2.15530903328051,2.31379731379731,2.29438602034061,2.2874617716216,2.33884768967484,2.42980561555076
"South Los Angeles","Los Angeles","CA","Los Angeles-Long Beach-Anaheim, CA","Los Angeles",6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.41255868544601,1.44134235758601,1.29528850454749,1.43385227746374,1.52380952380952,1.5,1.5,1.5,1.47183287505868,1.5,1.51988742964353,1.51821862348178,1.58003300330033,1.55416666666667,1.56074718427682,1.55902004454343,1.51864256752898,1.52692307692308,1.61693957857324,1.65467605311355,1.57894736842105,1.44976399190829,1.57251878733814,1.61226298068403,1.55285382325921,1.58478605388273,1.59646166807077,1.60309271840982
"Sunrise Manor","Las Vegas","NV","Las Vegas","Clark",7,,,,,,,,,,,,0.707898658718331,0.70927002906762,0.706259498480243,0.684245660881175,0.710702341137124,0.714423744579387,0.705484640733306,0.681198910081744,0.681302043906132,0.681488822650252,0.673076923076923,0.670594837261504,0.665399239543726,0.663775850567045,0.663716814159292,0.683371298405467,0.683442070080944,0.684380032206119,0.672904191616767,0.671390013495277,0.667022411953042,0.668808411214953,0.663716814159292,0.662040965339335,0.660298073144944,0.667242225288547,0.66800297009203,0.66747572815534,0.658720200752823,0.662714923029325,0.662009314703925,0.666915052160954,0.655005879333696,0.651890482398957,0.655498907501821,0.651405377094972,0.658478130617136,0.6638756360818,0.666239787817376,0.664885066303236,0.661861220821925,0.663905154285676,0.663976935961861,0.676056338028169,0.681198910081744,0.679717237629146,0.676818950930626,0.681818181818182,0.668790839683676,0.672237761987947,0.672043010752688,0.670485175202156,0.669642857142857,0.671280881230976,0.687218308083402,0.684250764525994,0.689327696034398,0.694444444444444,0.684225552114278,0.677079851097223,0.68101233299075
"Spring Valley","Las Vegas","NV","Las Vegas","Clark",8,,,,,,,0.78153213012332,0.748414449978627,0.745975657636435,0.711126042648179,0.703861561500802,0.691299401018653,0.714993382383214,0.719895287958115,0.713291579679889,0.730532592992611,0.728383458646617,0.722543352601156,0.73743992834064,0.731310942578548,0.735992402659069,0.728959575878065,0.708379510253252,0.716009216068014,0.706414737590744,0.697786333012512,0.69673377277964,0.711655872743444,0.717501463670684,0.708320527581678,0.706676136363636,0.707821590174531,0.705088902513795,0.704409126995795,0.708670797174142,0.704989154013015,0.707037142680707,0.713359273670558,0.716631885039786,0.710431654676259,0.710455614194257,0.716623036649215,0.708595373585537,0.710339384372534,0.712957222566646,0.704592901878914,0.704592901878914,0.707618791829553,0.71122258788749,0.710339384372534,0.710495733507049,0.717336716107208,0.723140495867769,0.72039272581278,0.719424460431655,0.713127971084531,0.713436497333764,0.717852684144819,0.719165767709457,0.722253206915784,0.720164609053498,0.732733537086404,0.745719696230209,0.74014810360856,0.745378652355397,0.733251633986928,0.736433157591401,0.730688935281837,0.726812016126877,0.723251066977205,0.722274360713828,0.728155339805825
"Paradise Valley","Phoenix","AZ","Phoenix","Maricopa",9,,0.87719298245614,0.867144382453344,0.855431993156544,0.859371373348357,0.903774587985114,0.852596370739152,0.839933042035846,0.855773797620238,0.863630056199264,0.875960122262167,0.868715033831375,0.853338052290932,0.858991692685103,0.857142857142857,0.870702399454153,0.869285254346426,0.864553314121037,0.855921855921856,0.842696629213483,0.845503458877786,0.844966936076414,0.851095993953137,0.849146110056926,0.847457627118644,0.862068965517241,0.861267839362761,0.880884577257215,0.875,0.869158878504673,0.866620354289684,0.855887984989269,0.861803713527851,0.856491810922655,0.872093023255814,0.882682099621782,0.884353741496599,0.883952855847688,0.904718277599634,0.873362445414847,0.884041378414369,0.882775056535995,0.887096774193548,0.868357068426537,0.862958226768968,0.85960737656157,0.866437594405016,0.872262773722628,0.871028196609592,0.882803297997644,0.892857142857143,0.911743253099927,0.931320813075187,0.916935217319451,0.908521303258145,0.899584487534626,0.895789787996417,0.899305555555556,0.926935659760087,0.943039077360722,0.942128220734429,0.929178747747042,0.936170212765957,0.963273195876289,0.958755426917511,0.949913644214162,0.936256639307674,0.940793035944854,0.953947368421053,0.949251692634171,0.968816437902158,0.963121047281006
"Deer Valley","Phoenix","AZ","Phoenix","Maricopa",10,,,0.75187969924812,0.74765037593985,0.728945027644876,0.798104956268222,0.764588688861897,0.761410355426574,0.779427488335925,0.748831478494333,0.747047895105439,0.764291632145816,0.761670761670762,0.756818181818182,0.761428560339072,0.767857142857143,0.768738303949572,0.755287009063444,0.755494505494505,0.748742506576072,0.740533018872278,0.728542914171657,0.735565778035352,0.733996654112078,0.74232759669084,0.73700543056633,0.761060190767452,0.755287009063444,0.752731826237167,0.754288597376388,0.748055056852184,0.75348721865234,0.742551210428305,0.754651964162646,0.755494505494505,0.752801120448179,0.752801120448179,0.753094910591472,0.761146496815287,0.764077596618358,0.764643220846205,0.757720195279776,0.75187969924812,0.757864632983794,0.763844684914067,0.750750750750751,0.745723473428397,0.74585635359116,0.748435101661632,0.759618417668383,0.760703363914373,0.764885134431847,0.754830917874396,0.761217948717949,0.776372409759358,0.780124777183601,0.769230769230769,0.775652408542477,0.763113212842389,0.766261568170657,0.778066057161684,0.769230769230769,0.782834906414318,0.798458149779736,0.802826961211686,0.801648241698878,0.794008483563097,0.802595628415301,0.809375,0.795080698447023,0.802595628415301,0.797266514806378
