"RegionName","City","State","Metro","CountyName","SizeRank","2010-02","2010-03","2010-04","2010-05","2010-06","2010-07","2010-08","2010-09","2010-10","2010-11","2010-12","2011-01","2011-02","2011-03","2011-04","2011-05","2011-06","2011-07","2011-08","2011-09","2011-10","2011-11","2011-12","2012-01","2012-02","2012-03","2012-04","2012-05","2012-06","2012-07","2012-08","2012-09","2012-10","2012-11","2012-12","2013-01","2013-02","2013-03","2013-04","2013-05","2013-06","2013-07","2013-08","2013-09","2013-10","2013-11","2013-12","2014-01","2014-02","2014-03","2014-04","2014-05","2014-06","2014-07","2014-08","2014-09","2014-10","2014-11","2014-12","2015-01","2015-02","2015-03","2015-04","2015-05","2015-06","2015-07","2015-08","2015-09","2015-10","2015-11","2015-12","2016-01"
"North Cambridge","Cambridge","MA","Boston","Middlesex",165,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2781.5,2883.5,2800,2600,2500,2758,2763,2883.5,2781.5,2883,2889.5,2826.5,2803,2781.5,2889.5,2800,2800,2600,2675,2801.5,2803,2760.5
"Carroll Gardens","New York","NY","New York","Kings",166,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3725,3400,3500,3500,3000,3500,3200,3750,3600,3200,3050,3500,3900,3800,3500,3500,3500,3500,3750,3600
"Mid-Cambridge","Cambridge","MA","Boston","Middlesex",167,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2250,2250,2170,2247.5,2387.5,2300,2200,2240,2250,2200,2200,2500,2435,2200,2200,2200,2200,2200,2400,2500,2400,2450,2425,2372.5,2250,2372.5,2495,2400,2400,2525,2400,2497.5,2500,2400,2500,2400,2400,2500,2500
"Downtown","Miami","FL","Miami-Fort Lauderdale","Miami-Dade",168,,,,,,,,2300,2250,2250,2300,2200,2100,2000,2100,2150,2100,2150,2200,2250,2300,2250,2275,2250,2300,2250,2200,2200,2250,2300,2300,2350,2350,2300,2400,2400,2400,2450,2400,2400,2300,2200,2300,2450,2400,2400,2392.5,2380,2350,2350,2350,2400,2400,2462.5,2400,2350,2200,2200,2200,2200,2300,2350,2425,2400,2500,2600,2600,2500,2500,2500,2500,2500
"Wicker Park","Chicago","IL","Chicago","Cook",169,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2350,2500,2547.5,2725,2850,2800,3000,2800,2550,2500,2445,2487.5,2525,2500,2725,2500,2700,2600,2575,2537.5,2445,2387.5,2300,2300
"Boerum Hill","New York","NY","New York","Kings",170,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2800,2850,2900,3100,2925,2900,2850,2850,2950,3200,3300,3250,3200,3000,3025,2947.5,3100,3100,3025,3100,3375,3500,3497.5,3495,3375,3375,3450,3362.5,3375,3362.5,3500,3225,3412.5,3275,3475,3450,3500,3362.5,3345,3345,3375,3250,3280.5,3200.5
"Windy Hill","Jacksonville","FL","Jacksonville","Duval",171,,,,,,,,,,,,,,,,1100,1100,1050,1095,1095,1095,1055,1050,1095,1097.5,1095,1062.5,1000,1050,1095,1075,1050,1050,1075,1050,1050,1050,1070,1100,1100,1095,1095,1095,1100,1095,1095,1100,1100,1100,1097.5,1095,1075,1095,1095,1100,1125,1095,1095,1095,1125,1150,1100,1095,1100,1075,1100,1150,1150,1100,1137.5,1150,1150
"Ballston-Virginia Square","Arlington","VA","Washington","Arlington",172,,,,,,,,,,,,,,,,,,,,,,,,,,2395,2495,2600,2575,2350,2450,2500,2397.5,2600,2500,2597.5,2472.5,2570,2500,2590,2672.5,2697.5,2595,2550,2500,2325,2300,2400,2425,2495,2472.5,2700,2490,2490,2495,2470,2470,2470,2400,2497.5,2495,2400,2400,2350,2200,2272.5,2425,2400,2450,2450,2400,2495
"Cambridgeport","Cambridge","MA","Boston","Middlesex",173,,,,,,,,,,,,,,,,,,,,,,,,,,3000,3000,2650,2697,2700,2975,3111,3038,3018,3145.5,3100,3188,3102,3055,3100,3031,3041,3075.5,3150,3300,3300,3300,3289.5,3300,3289.5,3289.5,3200,3200,3000,3000,3038,2992.5,3000,3000,3024,3031,3000,3038,3000,3000,3000,3000,3031,3012,3000,3000,3012
"Downtown","Long Beach","CA","Los Angeles-Long Beach-Anaheim, CA","Los Angeles",174,,,,,,,,,,,,,,,,,,,,,,,,,1600,1850,1837.5,1600,1850,1700,1600,1500,1550,1610,1595,1497.5,1650,1520,1775,1997,1800,1750,1800,1725,1737.5,1750,1900,1897.5,1950,1922.5,1895,1997.5,2095,1950,1950,1895,1995,1897.5,2001,1995,1995,2225,2150,2225,2200,1972.5,2097.5,2100,2097.5,2095,2172.5,2150
"South Beach","San Francisco","CA","San Francisco","San Francisco",175,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4100,4400,4000,4300,4000,4250,4175,4175,4000,4200,4225,4000,4000,3975,3937.5,3962.5,4000,4200,4000,4200,4000,4450,4750,4475,4500,4475,4550,4650,4375,4837.5,5300,5199,5300,5500,5225,5000,4800,4850
"Park West","Chicago","IL","Chicago","Cook",176,,,,,,,,,,,,,,,,,,,,,,,,,,1699.5,1650,1664.5,1741.5,1731.5,1800,1800,2010,1805,1495,1550,1559.5,1500,1500,1515,1512.5,1497.5,1525,1535,1650,1650,1672.5,1625,1600,1600,1599.5,1500,1500,1550,1695,1737.5,1650,1775,1795,1800,1795,1700,1765,1770,1700,1700,1650,1672.5,1600,1550,1600,1695
"Manayunk","Philadelphia","PA","Philadelphia","Philadelphia",177,,,,,,,,,,,,,,,,,,,,,,,,,,1800,1675,1650,1650,1650,1600,1600,1600,1525,1600,1595,1595,1600,1600,1765,1700,1600,1600,1600,1700,1700,1600,1600,1600,1600,1650,1750,1700,1650,1700,1600,1575,1550,1550,1700,1787.5,1800,1774.5,1800,1795,1700,1650,1650,1599.5,1650,1600,1700
"Thalia","Virginia Beach","VA","Virginia Beach","Virginia Beach City",178,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1250,1200,1150,1150,1200,1200,1195,1212.5,1200,1275,1287.5,1250,1250,1250,1275,1295,1250,1237.5,1225,1200,1190,1200,1285,1295,1200,1250,1262.5,1250,1295,1297.5,1300,1250,1295,1272.5,1295
"Buena Park","Chicago","IL","Chicago","Cook",179,,,,,,,,,,,,,1199.5,1100,1200,1262.5,1320,1262.5,1285,1300,1335,1350,1345,1350,1325,1385,1362.5,1295,1305,1250,1300,1445,1440,1450,1445,1395,1510,1450,1440,1415,1395,1355,1372.5,1400,1400,1400,1400,1360,1400,1360,1400,1480,1550,1650,1600,1600,1500,1500,1467.5,1487.5,1467.5,1550,1452.5,1550,1600,1600,1550,1500,1437.5,1400,1395,1450
"Old Town","Chicago","IL","Chicago","Cook",180,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2200,1950,1975,1890,1950,1907.5,1900,1870,1812.5,1800,1800,1800,1895,1890,1950,2195,2000,1975,2100,1900,1900,2000,1995,1975,1950,1950,1890,1897.5,1950,1900,2025,1950,1950,1900,1995,1900,2000
"Hunters Point","New York","NY","New York","Queens",181,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2650,2720,2735,2750,2795,2800,2845,2805,2995,3000,3100,3105,3092.5,3130,3100,3085,2997.5,3000,3092.5,3140,3092.5,3140,3110,3100,3130,3217.5,3140,3140,3217.5,3105,3140,3150,3200,3242.5,3235,3272.5
"Peabody","Cambridge","MA","Boston","Middlesex",182,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2200,2150,2350,2270,2300,2147.5,2145,2100,2195,2170,1900,1900,1900,2100,2100,2100,2200,2000,1975,2000,2200,2225,2250,2275,2300,2150,2150,2150,2295,2400,2400,2500,2400,2400,2400,2500,2500,2500
"North-East Coconut Grove","Miami","FL","Miami-Fort Lauderdale","Miami-Dade",183,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2200,2200,1972.5,2125,2200,2362.5,2500,2350,2300,2200,2250,2100
"Kings Point","Delray Beach","FL","Miami-Fort Lauderdale","Palm Beach",184,,,,,,,,,,,,,650,650,700,637.5,650,695,750,750,750,750,800,787.5,750,750,762.5,750,800,760,800,800,800,800,800,795,725,750,750,760,750,800,870,900,900,900,875,900,850,850,850,850,850,850,850,900,910,972.5,950,900,900,962.5,900,950,900,975,1050,1000,1025,1050,1100,1000
"The Waterfront","Jersey City","NJ","New York","Hudson",185,,,,,,,,,,,,,,,,,,,2500,2822.5,2600,2997.5,2995,2800,2750,2650,2947.5,3000,2800,3000,3000,2925,3200,3175,2800,3075,2650,2800,2875,2875,3000,2880,2900,2900,2900,3042.5,2975,2912.5,2990,2800,2825,2850,2850,3000,3100,3000,2800,2800,2800,3100,3275,3275,3300,3375,3175,3175,3125,3200,3000,2862.5,2900,2900
"Palm Aire","Pompano Beach","FL","Miami-Fort Lauderdale","Broward",186,,,,,,,,,,,,1250,1200,1200,1200,1200,1300,1300,1340,1400,1350,1290,1250,1250,1250,1250,1200,1225,1250,1299.5,1350,1325,1400,1250,1250,1200,1200,1200,1200,1200,1200,1200,1150,1200,1200,1200,1200,1200,1200,1182.5,1200,1200,1200,1195,1200,1250,1240,1250,1200,1250,1295,1300,1350,1350,1300,1300,1300,1300,1300,1287.5,1275,1280
"Fairlington-Shirlington","Arlington","VA","Washington","Arlington",187,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1896,1873.5,1951,1995,1900,1900,1900,1900,2050,2050,1975,2000,1980,1965,2000,1990,1995,1950,1962.5,2000,1875,1895,1900,1962.5,1992.5,2000,1950,1900,1900,1995,1895,1990,1925,1992.5
"The Loop","Chicago","IL","Chicago","Cook",188,,,,,,,,,,,,1825,1800,1827.5,1840,1782.5,1844.5,1876,1895,1875,1850,1950,1925,1913,1845,1913,1958,1985,1930.5,2100,2000,2000,1920,1952.5,1937,1950,2120,1994.5,2147,2100,2000,2007,2000,1995,1995,2100,2150,2150,2100,2100,2100,2100,2200,2150,2200,2250,2250,2208,2150,2208,2250,2225,2200,2100,2150,2216,2200,2100,2100,2100,2162.5,2200
"Murray Hill","New York","NY","New York","New York",189,,,,,,,,,,,,,,,2650,3000,2850,2900,2950,2937.5,2900,3200,2950,3000,3000,2950,3000,3200,3250,3195,3147.5,3200,3300,3250,3200,3100,3200,3200,3242,3300,3200,3200,3100,3200,3500,3425,3450,3650,3500,3360,3385,3250,3250,3250,3500,3425,3462.5,3500,3425,3300,3425,3425,3400,3400,3500,3437.5,3450,3550,3587.5,3550,3400,3360
"Oceanfront","Miami Beach","FL","Miami-Fort Lauderdale","Miami-Dade",190,2000,2000,2000,1900,1875,1800,2100,2300,2200,2350,2300,2200,2000,1950,1950,2000,2000,2000,2100,2085,2100,2200,2200,2300,2375,2300,2300,2300,2400,2300,2200,2300,2300,2300,2400,2350,2350,2400,2300,2400,2500,2400,2400,2500,2500,2400,2400,2450,2500,2500,2500,2500,2500,2500,2500,2500,2500,2600,2597.5,2650,2900,2800,2850,2900,2999,2999,2800,2650,2850,2995,2992.5,2900
"Mission Valley East","San Diego","CA","San Diego","San Diego",191,,,,,,,,,,,,,,,,,,,,,,,,,,1650,1775,1724.5,1750,1850,1800,1925,1700,1895,1872.5,1799.5,1772.5,1672.5,1860,1800,1850,2000,1932.5,2195,2172.5,1900,1950,1995,1925,1995,1990,2195,2195,2087.5,1920,2062.5,2125,2100,2095,2000,2000,2090,1992.5,2074.5,2125,2050,2195,2087.5,2195,2100,2125,2295
"Sunset Hills","Reston","VA","Washington","Fairfax",192,,,,,,,,,,,,2200,2100,2100,2100,2300,2000,2000,1862.5,1950,2050,1972.5,1925,2000,2150,1925,1875,1972.5,1997.5,2180,2100,2050,2000,2000,2075,2125,1995,1922.5,1922.5,1980,2095,2200,2200,2150,2100,2025,2000,2075,2000,1997.5,1925,1900,2000,2100,2200,2100,2000,2000,2047.5,2100,2050,1972.5,1995,2000,1995,2050,2200,2200,2075,2100,2150,2025.5
"East Cambridge","Cambridge","MA","Boston","Middlesex",193,,,,,,,,,,,,,,,,,,,,,,,,3150,3045,3047.5,2900,2761,3200,3227,2950,3000,3150,3100,3150,3187,3187,3091.5,3100,3071,3188,3275,3250,3275,3400,3349,3354,3432,3393,3354,3300,3322,3182,3100,2999.5,3194.5,3189,3144.5,3200,3189,3194.5,3225,3275,3189,3194.5,3100,3194.5,3144.5,3144.5,3100,3200,2972.5
"North End","Boston","MA","Boston","Suffolk",194,,,,,,,,,,,,,,,2300,2300,2325,2500,2772.5,2700,2650,2600,2625,2880,2800,2850,2800,2700,2700,2650,2800,2650,2637.5,2750,2650,2600,2450,2625,2800,2600,2700,2775,2800,2900,2700,2650,2650,2550,2500,2500,2500,2600,2600,2650,2650,2600,2600,2625,2550,2550,2697.5,2650,2650,2650,2650,2650,2600,2500,2400,2400,2500,2500
"Radnor-Ft Myer Heights","Arlington","VA","Washington","Arlington",195,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2049.5,2150,2000,2172.5,2150,2000,2000,2050,2000,2000,2000,2100,2270,2050,1950,1997.5,1950,1950,1950,2095,2100,1965,2200,2000,1950,1950,2125,1995
"Downtown","New York","NY","New York","Kings",196,,,,,,,,,,,,,,,,,,,,,2725,2824,2695,2775,3000,2794,2731,2725,2722.5,2695,2670,2868.5,2770,3000,2987.5,3034,2990,3000,3000,3035,3027.5,3039,3140,3054.5,3157.5,3062,3062,3345.5,3391,3400,3199,3162.5,3200,3200,3200,3200,3250,3200,3200,3300,3400,3450,3391,3425.5,3505,3650,3499,3482,3437.5,3437.5,3300,3397.5
"Upper Eastside","Miami","FL","Miami-Fort Lauderdale","Miami-Dade",197,,,,,,,,,,,,,,,,,,,,1490,1450,1500,1500,1550,1550,1500,1500,1500,1450,1450,1397,1350,1400,1525,1525,1500,1425,1500,1500,1550,1500,1550,1450,1500,1550,1550,1650,1550,1650,1600,1600,1575,1600,1650,1600,1600,1600,1600,1650,1650,1650,1725,1755,1800,1850,1862.5,1900,1900,1925,2000,2000,2000
"Beacon Hill","Boston","MA","Boston","Suffolk",198,,,,,,,,,,,,,,,,,,,,,,,,2612.5,2625,2397.5,2500,2600,2600,2500,2500,2600,2650,2600,2500,2600,2600,2600,2650,2600,2550,2695,2500,2575,2700,2650,2650,2600,2697.5,2650,2650,2700,2725,2650,2600,2600,2650,2500,2600,2650,2650,2650,2600,2600,2600,2600,2600,2500,2500,2500,2600,2650
"Chinatown","Boston","MA","Boston","Suffolk",199,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4400,4225,4200,3900,4150,3900,4000,3700,3100,2900,2855,3100,3125,3625,3625,3650,3300,3000,3000,3275,3050,3000,3529,3999,3950,3739.5,4225,4000
"Woodbury","Irvine","CA","Los Angeles-Long Beach-Anaheim, CA","Orange",200,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2900,2825,2900,2995,2875,2850,2850,2900,2950,3000,2850,2875,2800,2825,2900,2950,2950,2925,2950,2925,2950,3000,3050,3050,2997.5,3200,3200,3100
"Little Italy","New York","NY","New York","New York",201,,,,,,,,,,,,,,,,,,,,,3475,3500,3510,3795,3497.5,3400,3750,3500,3500,3495,3495,3320,3495,3500,3550,3595,3550,3650,3600,3500,3500,3495,3500,3700,3425,3397.5,3450,3497.5,3450,3500,3497.5,3450,3500,3397.5,3395,3450,3372.5,3372.5,3450,3372.5,3472.5,3472.5,3790,3800,3645,3847.5,3495,3500,3600,3550,3500,3472.5
"River North","Chicago","IL","Chicago","Cook",202,,,,,,,,,,,,,,,,,,,,2227,2165,2195,2236,2250,2161,2250,2300,2300,2300,2275,2400,2480.5,2494,2484,2400,2425,2400,2300,2409,2380.5,2337,2324,2327,2404,2400,2399.5,2250,2181,2250,2256,2300,2500,2500,2500,2374.5,2362.5,2400,2500,2483,2402.5,2433,2400,2600,2650,2500,2700,2400,2400,2405,2478,2600,2557.5
"East Village","San Diego","CA","San Diego","San Diego",203,,,,,,,,,,,,,,,,,,,,2350,2300,2297.5,2250,2400,2250,2250,2200,1995,2100,2100,2100,2100,2162.5,2095,2200,2350,2300,2250,2225,2172.5,2295,2299,2295,2297.5,2425,2425,2600,2491.5,2400,2395,2350,2397.5,2400,2350,2435,2400,2400,2400,2600,2450,2497.5,2400,2300,2472.5,2585,2395,2300,2395,2450,2450,2425,2400
"Clarendon-Courthouse","Arlington","VA","Washington","Arlington",204,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2650,2850,2850,2850,2895,2950,2800,2650,2600,2600,2650,2650,2700,2600,2750,2650,2700,2750,2595,2600,2650,2650,2607.5,2562.5,2550,2350,2325,2422.5,2650,2650,2650,2700
"Water Catchment Area","West Palm Beach","FL","Miami-Fort Lauderdale","Palm Beach",205,,,,,,,,,,,,,,,,,980,999,999,1100,1100,1070,975,975,1000,1122.5,1175,1085,1100,1065,1065,1075,1075,950,1050,1050,1194.5,1150,1150,1150,1200,1200,1200,1250,1250,1200,1200,1250,1250,1250,1250,1300,1200,1210,1250,1250,1250,1250,1250,1250,1250,1250,1250,1295,1295,1325,1367.5,1392.5,1367.5,1337.5,1350,1325
"Old City","Philadelphia","PA","Philadelphia","Philadelphia",206,,,,,,,,,,,,,,,,,,,,,,,,,2147.5,2100,2200,1995,2099,2100,2100,2000,2025,2100,1817.5,1795,1795,1795,1885,1925,1850,1750,1850,1950,1875,1795,1785,1700,1700,1700,1700,1872.5,1812.5,1797.5,1895,2000,1995,1900,1955,1850,1900,1950,1950,1950,2000,2100,1900,1925,1975,1950,1900,1850
"Noble Square","Chicago","IL","Chicago","Cook",207,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2250,2300,2300,2400,2300,2200,2075,2200,2200,2200,2100,2300,2500,2250,2325,2100,2300,2350,2500,2500
"East Ukrainian Village","Chicago","IL","Chicago","Cook",208,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2395,2395,2400,2300,2200,2400,2600,2475,2400,2600,2400,2395,2075,2200,2297.5,2395,2400,2350,2125,2200,2372.5,2500,2600
"Old Town Triangle","Chicago","IL","Chicago","Cook",209,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2000,2000,2000,2190,2225,2272.5,2200,1990,1945,1982.5,2020,1962.5,1990,1922.5,1922.5,1935,1912.5
"Isle of Normandy","Miami Beach","FL","Miami-Fort Lauderdale","Miami-Dade",210,,,,,,,,,,,,,,,,,,,,,,,,,,1650,1600,1500,1450,1300,1250,1212.5,1200,1200,1300,1250,1275,1300,1500,1400,1450,1497.5,1350,1400,1437.5,1399.5,1500,1575,1550,1450,1500,1575,1550,1500,1450,1450,1500,1437.5,1400,1450,1500,1600,1525,1600,1650,1650,1600,1620,1550,1600,1600,1600
"Margate Park","Chicago","IL","Chicago","Cook",211,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1150,1150,1150,1197.5,1162.5,1200,1185,1200,1197.5,1200,1200,1200,1162.5,1195,1150,1162.5,1197.5,1200,1200,1300,1300,1262.5,1250,1200,1200
"North Burnett","Austin","TX","Austin","Travis",212,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1014,1141.5,1125,1221.5,1333,1350,1350,1350,1350,1350,1350,1350,1333,1350,1350,1350,1350,1350,1315,1350,1350,1350,1350,1350,1350,1350,1350,1350,1350,1350,1350,1350
"South Central Beach","Hollywood","FL","Miami-Fort Lauderdale","Broward",213,,,,,,,,,2500,2400,2500,2395,2200,1900,1850,1900,1900,1800,1800,1890,1900,1950,1900,1850,1990,1800,1800,1800,1900,1950,1975,2000,2100,2200,2200,2200,2100,2100,2000,1974.5,2000,2000,2100,2100,2200,2300,2300,2150,2200,2200,2100,2025,2100,2100,2300,2200,2300,2400,2300,2250,2100,2000,2100,2200,2200,2200,2350,2350,2300,2350,2300,2300
"Downtown","Austin","TX","Austin","Travis",214,,,,,,,,,,,,1900,1950,2050,2100,2050,2100,2000,2100,2016,1885,1975,2050,2097.5,2195,2275,2225,2195,2200,2200,2050,2100,2100,2200,2225,2200,2300,2200,2180.5,2158,2257,2200,2195,2195,2250,2297.5,2325,2295,2300,2250,2250,2300,2297.5,2145,2210,2200.5,2150,2400,2400,2400,2400,2496,2495,2472.5,2400,2225,2395,2325,2372.5,2300,2449,2400
"Chesapeake Beach","Virginia Beach","VA","Virginia Beach","Virginia Beach City",215,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1725,1875,1772.5,1795,1750,1650,1750,1737.5,1800,1925,1760,1650,1795,1737.5,1700,1600
"Victoria Park","Fort Lauderdale","FL","Miami-Fort Lauderdale","Broward",216,,,,,,,,,,,,,,,,,,,,,,1675,1595,1600,1400,1500,1437.5,1400,1400,1490,1600,1495,1470,1590,1600,1590,1600,1600,1650,1687.5,1600,1450,1350,1400,1600,1590,1487.5,1450,1500,1450,1425,1462.5,1450,1450,1487,1500,1600,1600,1600,1650,1625,1600,1450,1497.5,1550,1525,1500,1600,1650,1650,1725,1690
"NoHo","New York","NY","New York","New York",217,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4450,4000,4400,4000,3950,3950,4100,3900,3925,3972.5,3950,3997.5,4250,3995,3995,3995,4000,3997.5,4150,4000,3995,3997.5,3997.5,4372.5,4325,4495,4300,4300,4000,3997.5,3995,4150,3972.5,4150,4500,4500,4300,4495
"West End","Boston","MA","Boston","Suffolk",218,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3211,3027.5,3282.5,2975,3000,3000,3050,3000,3000,3142.5,3309,3100,2850,2625,2500,2700,2700,2700,2700,2800,2800,2800,2750,2800,2800,2800,2800,2475,2400,2425,2600,2500,2495,2495,2472.5,2750,2575,2600,2500,2425
"South Semoran","Orlando","FL","Orlando","Orange",219,,,,,,,,,,,,,,,,,695,708.5,712.5,697.5,725,700,750,750,695,725,745,760,750,750,750,762.5,795,750,750,750,750,750,750,750,780,800,800,800,785,800,798.5,798.5,796.5,795,785,795,795,775,795,820,842.5,850,800,800,800,825,850,845,840,850,850,850,862.5,880,895,860
"Lynnhaven Shores","Virginia Beach","VA","Virginia Beach","Virginia Beach City",220,,,,,,,,,,,,,,,,,,,,,1449.5,1550,1500,1500,1500,1397.5,1400,1600,1597.5,1425,1650,1650,1650,1800,1800,1772.5,1625,1595,1787.5,1650,1600,1575,1497.5,1450,1425,1495,1495,1450,1400,1400,1400,1400,1400,1595,1775,1650,1497.5,1500,1522.5,1562.5,1550,1600,1550,1550,1600,1495,1450,1450,1500,1472.5,1495,1497.5
"West Loop Gate","Chicago","IL","Chicago","Cook",221,,,,,,,,,,,,,,1614.5,1699,1826,1815,1799.5,1781.5,1799.5,1777,1792.5,1950,1799,1799,1928,2099,1857.5,1846,1800,1800,1816,1700,1700,1659,1668,1659,1627.5,1585,1614,1650,1642,1620,1819,1895,1850,1834.5,1819,1850,1900,1936,2073.5,2000,2000,1819,1936,1911,2072,2000,1886,2000,1950,2000,1950,1993.5,1950,2000,1993.5,1875,1850,1875,1900
"Imperial Point","Fort Lauderdale","FL","Miami-Fort Lauderdale","Broward",222,,,,,,,,,,,,,,,,,,1485,1495,1400,1400,1300,1300,1300,1350,1550,1550,1495,1495,1472.5,1325,1275,1300,1200,1200,1162.5,1175,1187.5,1150,1250,1100,1187.5,1100,1150,1100,1100,1150,1100,1100,1200,1200,1295,1200,1200,1200,1227,1296,1250,1250,1395,1250,1400,1425,1250,1250,1272.5,1325,1347.5,1250,1200,1200,1175
"Business District","Irvine","CA","Los Angeles-Long Beach-Anaheim, CA","Orange",223,,,,,,,,,,,,,,,,,,,,,,,,,,2400,2400,2100,2450,2300,2500,2694.5,2600,2300,2200,2250,2300,2200,2372.5,2244.5,2475,2475,2275,2500,2425,2400,2500,2400,2400,2397.5,2350,2375,2400,2375,2375,2300,2300,2369,2325,2275,2400,2300,2284,2290,2250,2600,2675,2675,2662.5,2800,2600,2650
"Beach","Pompano Beach","FL","Miami-Fort Lauderdale","Broward",224,,,,,,,,,,,,,,,1500,1500,1650,1800,1800,1800,1950,1975,1900,1800,1850,1862.5,1800,1800,1800,1875,2000,2000,2000,2000,2000,2000,1900,1875,1800,1800,1750,1800,1800,1800,1997.5,1997.5,1950,1950,1900,1895,1800,1800,1950,1975,2000,2000,1925,1925,1950,1875,1800,1600,1600,1800,1900,2000,2160,2200,2200,2312.5,2337.5,2100
"New East Side","Chicago","IL","Chicago","Cook",225,,,,,,,,,,,,,,,,,,,,2400,2300,2285,2200,2200,2376.5,2259.5,2219,2452.5,2400,2450,2500,2480,2450,2500,2300,2500,2300,2385.5,2200,2250,2225,2134,2145,2000,2200,2200,2225,2171,2167,2126.5,2103,2167,2254,2300,2200,2254,2227,2300,2384,2277,2254,2384,2384,2398,2400,2398,2277,2200,2250,2200,2200,2300
"Garment District","New York","NY","New York","New York",226,,,,,,,,,,,,,,,,,,3500,3497.5,3497.5,3497.5,3200,3300,3300,3297.5,3250,3250,3300,3400,3400,3450,3400,3305,3305,3375,3395,3400,3495,3499,3585,3565,3497,3436,3350,3300,3497.5,3447.5,3400,3400,3400,3500,3600,3591.5,3400,3400,3500,3550,3500,3225,3350,3300,3400,3447.5,3500,3500,3500,3500,3500,3400,3400,3447.5,3400
"Union Station","Denver","CO","Denver","Denver",227,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2500,2500,2500,2200,2500,2500,2397.5,2500,2500,2500,2500,2400,2500,2500,2500,2275,2350,2500,2500,2500,2500,2550,2600,2700,2600,2500,2497.5,2575,2800,2600,2600,2700,2850,2725,2500,2500,2650,2800,2500,2500,2500,2500,2500,2497.5
"Downtown West","Saint Louis","MO","St. Louis","Saint Louis City",228,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1247.5,1295,1197.5,1182.5,1095,1170,1195,1240,1240,1200,1287.5,1225,1295,1275,1265,1250,1195,1200,1197.5,1185,1150,1150,1147.5,1237.5,1225,1212.5,1257.5,1200,1225,1225,1225,1200,1200,1197.5,1200,1250,1295,1250,1250,1250,1250,1272.5
"Fulton River District","Chicago","IL","Chicago","Cook",229,,,,,,,,,,,,,,,,,1894.5,1936,1940.5,1900,1950,2150,2050,2033.5,1980,2000,2200,2200,1950,1910,2100,1913,1981,1950,1899,1899,2099.5,2097,2070,2067,2081,2025,2032,2001,2100,2077.5,1850,1982,2050,2100,2200,2172.5,2145,2300,2300,2195,2200,2200,2262.5,2200,2150,2145,2140,2150,2150,2341,2402,2375,2300,2250,2318,2200
"Goose Island","Chicago","IL","Chicago","Cook",230,,,,,,,,,,,,,,,,,,,,,,,,2150,2325,2120,2340,2340,2325,2347.5,2397.5,2360,2425,2425,2385,2410,2395,2375,2335,2335,2309,2306.5,2355,2335,2355,2447.5,2447.5,2600,2500,2500,2600,2300,2397.5,2600,2395,2350,2450,2400,2400,2250,2450,2300,2300,2525,2725,2600,2550,2697.5,2600,2600,2500,2495
"Bayshore","Miami Beach","FL","Miami-Fort Lauderdale","Miami-Dade",231,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2800,3000,3311,3450,3355.5,3100,3200,2700,2650,2787.5,3000,3225
